lu'ei	experimental cmavo			   	LUhEI      	galfi lo se li'erla'i selsku goi ko'a lo selbrisle i lo jalge stura cu se smuni lo du'u x_1 cusku ko'a x_2 x_3	.i zo {li'au} famyma'o .i na gendra gi'e ji'a to'e logji vau fa lo nu lo jufspi cu jorne lo jufra fu'e mu'a lo'u .i je le'u .onai lo'u .i ba bo le'u fu'o .i ku'i cafne fa lo nu lo na'e lojbo cu se pagbu lo go'i .i ma'oi {lu'ei} noi se stura lo selbrisle cu sidju fi lo nu ge logji gi fanva la'e di'u .i ji'a plixau fi lo nu ciska lu'e lo se draci .i mupli fa lu lu'ei ki'u lo nu la'e di'u na se tarti mi'a noi cinfo ku'o lo tamsmi sei spuda li'au .i ba bo la cinfo fau lo nu banli plipe cu cecla vofli pagre lo vacri gi'e snura zvabi'o lo ragve li'u to'i sitna joi galfi lo pagbu be la'au lo se manci te makfa pe la .oz. li'u noi xe fanva fu la selpa'i toi .e lu ko'a lu'ei u'i doi .maman. ko viska .i ta dasni cizra li'au i ko'e lu'ei .oi ko na degja'o .i ko smaji li'au li'u .i srana zo {li'au} .e zo {lu} .e zo {me}
lu'i	cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa le selcmi be ro ri .e no drata	{selcmi} {sumgadri}; {ce}; {la'i}, {le'i}, {lo'i}
lu'o	cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa lo gunma poi se cmima ri .e no drata	{gunma} {sumgadri}; {joi}; {lai}, {lei}, {loi}
lu'oi	experimental cmavo			   	SE      	galfi lo selbri lo selbri i robu'a zo'u loka'ei lu'oi bu'a ku ka'ei bo'a me bo'ai faibu noi bu'a bo'e bo'i li'o
lu'u	cmavo			   	LUhU      	fa'orma'o zo la'e .e lo'u na'e bo le'u	{fa'orma'o}; {la'e}; {lu'a}; {lu'e}; {lu'i}; {lu'o}; {tu'a}
ly	cmavo			   	BY2      	papamoi lerfu le lojbo	{lerfu}
ma	cmavo			   	KOhA      	sumka'i preti	{sumka'i} {preti}
ma'a	cmavo			   	KOhA3      	mi jo'u do jo'u lo drata be mi .e do
ma'e	cmavo			   	BAI      	fi'o marji	{marji}
ma'i	cmavo			   	BAI      	fi'o manri	{manri}
mai	cmavo			   	MAI      	galfi lo namcu lo tcita be lo selsku bei le du'u sinxa le du'u ri momlai le namcu loi jufra	{jufra} {momlai}; {moi}, {mo'o}
ma'o	cmavo			   	MAhO      	galfi lo meksu'i lo mekfancu	{meksu'i} {mekfancu} {galfi}
ma'u	cmavo			   	PA      	namcu lerfu .i tcita le se li'erla'i namcu le du'u sinxa le du'u ri nonmau	{namcu}; {nonmau}
mau	cmavo			   	BAI      	fi'o zmadu	{zmadu}
mau'a	experimental cmavo			   	LOhOI      	galfi lo pa se lidne brisni poi pa sumti po'u zo ce'u cu pagbu ke'a ku'o lo selbrisni poi sinxa lo ka ce'u du'u ma kau ckaji ke'a	lu mau'a ce'u broda li'u smudu'i lu lo du'u ma kau broda li'u
me	cmavo			   	ME      	galfi lo se lamli'e sumti lo ka selbrisle .i x_1 menre lo sumti	smudu'i zo {menre}
me'a	cmavo			   	BAI      	fi'o mleca	{mleca}
me'au	experimental cmavo			   	ME      	.i sa'u dunli zo ckaji .ibo ku'i lo gerna cu dunli lo me zo me moi .i sa'e ka ce'u ckaji ce'u cu ka ce'u me'au ce'u .i pluja zmadu fa lo srana be za'u lo sumti
medomoi	cmavo-compound			      		x_1 cmima x_2 gi'e ckini do x_3	{me} {do} {moi}
me'e	cmavo			   	BAI      	fi'o cmene	{cmene}
me'i	cmavo			   	PA      	namcu .i mleca le se li'erla'i namcu	{namcu}; {mleca}
mei	cmavo   	-mem-   	-mei-	   	MOI      	galfi lu'e lo namcu lo selbrisle .i x_1 gunma gi'e zilkancu le namcu	{zilkancu} {gunma}; {moi}, {si'e}, {va'e}
mei'e	experimental cmavo			   	MEIhE      	galfi lo sumti porsi goi py. lo selbrisle .i x_1 menre lo cmima be py.	srana fa zo {me} .e zo {menre} .e zo {cmima} .e zo {sumpoi} .i se famyma'o zo {mei'o}
mei'o	experimental cmavo			   	MEIhO      	famyma'o ma'oi mei'e
mei'u	experimental cmavo			   	ME      	galfi lo se lamli'e sumti lo selbri .i x_1 me lo bi'u nai sumti moi x_2 fi x_3	srana fa zo {me} .e zo {ckini} .e zo {srana} .e zo {ponse} .e zo {jinzi} .e zo {zasni} .e zo {mapti}
me'o	cmavo			   	LI      	tcita le se li'erla'i le du'u ri mekso	{mekso}
me'u	cmavo			   	MEhU      	fa'orma'o zo me	{fa'orma'o}; {me}
mi	cmavo   	-mib-		   	KOhA3      	le cusku be dei
mi'a	cmavo			   	KOhA3      	mi jo'u lo drata be mi .e do
mi'ai	experimental cmavo			   	KOhA3      	lo su'o re mei je se cmima be mi ku goi ko'a ge'u jo'u lo drata be ko'a
mi'e	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau cusku	{doi}
mi'i	cmavo			   	BIhI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i ja'e lo preja be le se li'erla'i bei le li'erla'i .i le li'erla'i cu midju .i le se li'erla'i cu korbi	{nalylogji} {jonma'o}; {preja}; {ga'o}, {ke'i}
mi'o	cmavo			   	KOhA3      	mi jo'u do
mi'oi	experimental cmavo			      		mi'o a ma'a .i va'i mi jo'u do jo'u cau'i lo drata be mi e do	noroi smudu'i zo {mi'a} .i srana fa zo {mi'o} e zo {ma'a} e zo {mi'ai}
mi'u	cmavo			   	UI3b      	tcita le se cusku le du'u la'e ri mintu la'e lo pu se cusku	{mintu}
mo	cmavo			   	GOhA      	preti le du'u makau brivla ja selbri ja bridi	{brivla}, {selbri}, {bridi}, {preti}
mo'a	cmavo   	-mob-		   	PA4      	namcu .i se zilkancu lo toldu'e	{namcu}; {toldu'e} {zilkancu}
mo'e	cmavo			   	MOhE      	galfi lo sumti lo meksu'i	{sumti} {meksu'i} {galfi}
mo'i	cmavo   	-mov-		   	MOhI      	galfi le se lidne cmavo be zo fa'a noi tcita fi le du'u zvati makau ku'o lo tcita be fi le du'u muvdu makau	{muvdu}
moi	cmavo   	-mom-   	-moi-	   	MOI      	galfi lu'e lo namcu lo selbrisle .i x_1 cmima x_2 noi porsi x_3 ku'o gi'e ckini le namcu x_3	{porsi}; {mei}, {si'e}, {va'e}; {mai}, {mo'o}, {re'u}
mo'ibu'u	cmavo-compound			   	FAhA*      	fi'o se muvdu	{muvdu}
moi'i	experimental cmavo			      		sei morji	.i {morji} .i {vei'i} .i {ba'a}nai
mo'o	cmavo			   	MAI      	galfi lo namcu lo tcita be lo selsku bei le du'u sinxa le du'u ri momlai le namcu loi ckupau	{ckupau} {momlai}; {mai}
mo'u	cmavo			   	ZAhO      	fi'o mulfa'o	{mulfa'o}
mu	cmavo   	-mum-		   	PA1      	namcu .i sumji li vo li pa .i se li'erla'i li vo lei kancu namcu
mu'a	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri mupli	{mupli}
mu'e	cmavo   	-muf-		   	NU1      	galfi lu'e lo bridi lo selbrisle .i x_1 mokca fasnu gi'e se sinxa lu'e le bridi	{mokca} {fasnu}
mu'i	cmavo			   	BAI      	fi'o mukti	{mukti}
mu'inai	cmavo-compound			   	BAI*      	fi'o na'e mukti	.i srana zo {na'e} .e zo {mukti}
mu'o	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa makau te cusku .e le du'u le se cusku cu mulno .i le cusku cu denpa lo'e nu le te cusku cu spuda	{doi}; {mulno}; {spuda} {denpa}
mu'u	cmavo			   	BAI      	fi'o mupli	{mupli}
my	cmavo			   	BY2      	paremoi lerfu le lojbo	{lerfu}
na	cmavo   	-nar-		   	NA      	tcita lu'e lo bridi le du'u sinxa le natfe be la'e ri	{bridi} {natfe}; {ja'a}
na'a	cmavo			   	BY1      	fanmo ro le nu lerfu cenba	{lerfu} {cenba} {fanmo}
na'e	cmavo   	-nal-		   	NAhE      	galfi lo selbrisle lo drata 	{brivla} {drata}
na'i	cmavo			   	UI3a      	tcita le se cusku le du'u la'e ri na'e drani
nai	cmavo			   	NAI      	galfi le li'erla'i valsi lo smuni dukti	{dukti}
na'o	cmavo			   	TAhE      	fi'o jai ve'a cafne	{cafne}
na'u	cmavo			   	NAhU      	galfi lo selbri lo mekfancu	{selbri} {mekfancu} {galfi}
nau	cmavo			   	CUhE      	ca dei bu'u dei	zo nau tcita lo sinxa be lo tcini be dei .u la'e dei
nau'o	experimental cmavo			   	KOhA7      	lo poi'i mi na djuno lo du'u ma kau me ke'a
ne	cmavo			   	GOI      	noi ke'a srana	{noi} {srana}
ne'a	cmavo			   	FAhA3      	fi'o se jibni	{jibni}
ne'i	cmavo			   	FAhA3      	fi'o se nenri	{nenri}
nei	cmavo			   	GOhA      	brika'i dei	{brika'i}, {dei}, {vo'a}, {vo'e}, {vo'i}, {vo'o}, {vo'u} 
ne'o	cmavo			   	VUhU      	mekfancu .i li ne'o abu du le fampi'i be abu	{mekfancu}; {fampi'i}
ne'u	cmavo			   	FAhA1      	fi'o se snanu	{snanu}
ni	cmavo   	-nil-		   	NU      	galfi lu'e lo bridi lo selbrisle .i x_1 klani fi x_2 gi'e se sinxa lu'e le bridi	{klani}
ni'a	cmavo			   	FAhA2      	fi'o se cnita	{cnita}
ni'e	cmavo			   	NIhE      	galfi lo selbri lo meksu'i	{selbri} {meksu'i} {galfi}
ni'i	cmavo			   	BAI      	fi'o nibli	{nibli}
ni'inai	cmavo-compound			   	BAI*      	fi'o na'e nibli	.i srana zo {na'e} .e zo {nibli}
ni'o	cmavo			   	NIhO      	sinxa le du'u co'a jufmei lo cnino	{cnino} {jufmei}
ni'u	cmavo			   	PA      	namcu lerfu .i tcita le se li'erla'i namcu le du'u sinxa le du'u ri nonme'a	{namcu}; {nonme'a}
no	cmavo   	-non-		   	PA1      	namcu .i se sumji ro namcu ri .i se zilkancu lo kunti 	{namcu}; {kunti} {zilkancu}
no'a	cmavo			   	GOhA      	brika'i le bridi poi vasru dei	{brika'i}; {vasru} {bridi}
no'ai	experimental cmavo			   	PA4      	li no'ai du li rone'e no .i zo no'ai sinxa lo du'u no nonme'a va'o se smuni	srana fa lu {rone'e} li'u jo'u zo {no} jo'u zo {no'e'u}
no'au	experimental cmavo			   	XOI      	zo no'au tolfa'o lo ra'abri be lo bridi poi vo'a pagbu .i sko'opu fa lo me zo xoi moi .i je smuni fa lo me zo noi moi	ko catlu ke ji'a zo {xoi} je zo {noi} .i lu ko .{iklki} no'au jalge fa lo nu {kibycpa} li'u cu sa'e nai smudu'i lu do se {koinde} fi lo ka .iklki noi lo nu do ckaji ke'a cu se jalge lo nu kibycpa li'u
no'e	cmavo   	-nor-   	-no'e-	   	NAhE      	galfi lo selbrisle lu'e lo nutli be tu'a zo je'a bi'i zo to'e	{brivla} {nutli}
no'e'u	experimental cmavo			   	PA4      	li no'e'u du li no poi jbini lo nonmau ce lo nonme'a .i zo no'e'u sinxa lo du'u lo nonmau ba'e e lo nonme'a va'o se smuni	srana fa zo {no} jo'u zo {no'e} jo'u zo {no'ai}
no'i	cmavo			   	NIhO      	sinxa le du'u co'a jufmei lo slabu	{slabu} {jufmei}
noi	cmavo			   	NOI      	te jorne lo sumti lo ra'abri be ri .i tcita le se li'erla'i bridi le du'u ri pinka la'e le li'erla'i su'ivla	{pinka} {ra'abri}; {poi}, {voi}; {ne}, {no'u}
no'o	cmavo			   	PA      	namcu .i se zilkancu lo fadni ja cnano	{namcu}; {fadni} {cnano} {zilkancu}
no'u	cmavo			   	GOI      	noi ke'a du	{noi} {du}
nu	cmavo   	-nun-		   	NU      	galfi lu'e lo bridi lo selbrisle .i x_1 fasnu gi'e se sinxa lu'e le bridi	{fasnu}
nu'a	cmavo			   	NUhA      	galfi lu'e lo mekfancu lo selbrisle	{mekfancu} {brivla} {galfi}; {na'u}
nu'e	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa makau te cusku .e le du'u le cusku cu nupre fi le te cusku	{doi}; {nupre}
nu'i	cmavo			   	NUhI      	krasi lo logji jorne sumpoi noi se fanmo zo nu'u	{sumpoi} {krasi}; {nu'u}
nu'o	cmavo   	-nu'o-		   	CAhA      	ka'e je na pu ca'a	{ca'a}, {ka'e}, {pu'i}
nu'oi	experimental cmavo			   	NAI      	jorne lo li'erla'i valsi .i je smuni la'e zo nu'o	.i va'o lo nu da'i zo nu'o cmavo ma'oi NA gi'e se smuni lo du'u su'o da poi cumki munje ku'o su'o de poi cumki munje zo'u ge lo bridi cu jetnu da gi ge lo bridi cu jitfa de gi lo cusku be vo'a cu cmima de kei kei lu JA nu'oi li'u .e lo'u GA nu'oi le'u galfi lo smuni be lo se kuspe be vo'a la'e lu nu'o ku lo se kuspe li'u .i srana lo'u {na}-{nai}, {ka'e}-{lau'i}, {nu'o}-{nu'oi}, {pu'i}-{pu'ei}, {ca'a}-{ca'ai}, {ja'a}-{ja'ai} le'u .e lo modal zei logji pe la kripkes i mupli fa lu ta se vinji tu noi farlu (ku'o) .i je nu'oi ta mrobi'o li'u noi smudu'i lu ta se vinji tu noi farlu (ku'o) .i je nu'o ku ta mrobi'o li'u
nu'u	cmavo			   	NUhU      	fa'orma'o zo nu'i	{fa'orma'o}; {nu'i}
ny	cmavo			   	BY2      	pacimoi lerfu le lojbo	{lerfu}
o	cmavo			   	A      	logji jonma'o .i te jorne le li'erla'i sumti le se li'erla'i sumti ja'e lo rolnonvlina	{logji} {jonma'o}; {sumti} {rolnonvlina}
o'a	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se jgira le cusku	{jgira}
o'acu'i	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se cumla le cusku	{o'a} {cu'i}; {cumla}
o'anai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se ckeji le cusku	{o'a} {nai}; {ckeji}
obu	bu-letteral			   	BY*      	pavomoi lerfu le lojbo	{lerfu}
o'e	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri cnijbi le cusku	{cnijbi}
o'enai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri cnida'o le cusku	{o'e} {nai}; {cnida'o}
o'i	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri te kajde fi le cusku	{kajde}
oi	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se pante le cusku	{pante}
oinai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri pluka ja se kufra le cusku	{oi} {nai}; {pluka}, {kufra}
oi'u	experimental cmavo			   	UI1      	sei cortu	.i srana zo .{oi} .e zo {cortu}
o'o	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se panpi le cusku	{panpi}
o'onai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri te fengu fi le cusku	{o'o} {nai}; {fengu}
o'u	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se surla le cusku	{surla}
pa	cmavo   	-pav-		   	PA      	namcu i kantu lo'e ve kancu
pa'a	cmavo			   	BAI      	fi'o panra	{panra}
pa'e	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri se pairnu'i	{pairnu'i}
pa'i	cmavo			   	VUhU2      	mekfancu .i li abu pa'i by du le parbi be abu bei by	{mekfancu}; {parbi}
pai	cmavo			   	PA      	namcu .i parbi le se klani be le korbi be lo cukla le se klani be le mijgresirji be fo cy. .i jbidu'o li cipipavopamuso	{namcu}; {cukla} {korbi} {mijgresirji} {parbi}
pa'o	cmavo			   	FAhA1      	fi'o se pagre	{pagre}
pa'u	cmavo			   	BAI      	fi'o pagbu	{pagbu}
pau	cmavo			   	UI3a      	tcita le se cusku le du'u la'e ri preti
pe	cmavo			   	GOI      	poi ke'a srana	{poi} {srana}
pe'a	cmavo   	-pev-		   	UI3c      	tcita le se cusku le du'u ri se sidysmu	{sidysmu}
pe'e	cmavo			   	PEhE      	tcita le se li'erla'i jonma'o le du'u sinxa le du'u ri sumpoi te jorne	{sumpoi} {jonma'o}
pe'i	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri se jinvi	{jinvi}
pei	cmavo			   	CAI      	preti le du'u le te cusku cu cinmo makau kei .a le du'u le te cusku cu cinmo la'e le se cusku sela'u makau	{cinmo} {preti}
pe'o	cmavo			   	PEhO      	tcita lo mekfancu lo du'u sinxa lo du'u ri lidne lo ro meksu'i be ri	{lidne} {mekfancu}
pe'u	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u le cusku cu cpedu fi le te cusku	{doi}; {cpedu}
pi	cmavo   	-piz-		   	PA3      	namcu lerfu .i te sepli le mulna'u le frinu pagbu be le namcu
pi'a	cmavo			   	VUhU4      	mekfancu .i li .abu pi'a by. du le nacmeimei be fo .abu bei fu by. .i .abu .e by. pinynacmei	{mekfancu}; {pinynacmei} {nacmeimei}; {sa'i}
pi'e	cmavo			   	PA      	namcu lerfu .i nacle'u te sepli 	{namcu}; {nacle'u} {sepli}
pi'i	cmavo			   	VUhU1      	mekfancu .i li abu pi'i by du le pilji be abu bei by	{mekfancu}; {pilji}
pi'o	cmavo			   	BAI      	fi'o pilno	{pilno}
pi'u	cmavo   	-piv-		   	JOI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i ja'e lo selcmipi'i	{nalylogji} {jonma'o}; {selcmipi'i}
po	cmavo			   	GOI      	poi ke'a se steci le ka ce'u srana	{poi}; {steci}; {srana}
po'a	experimental cmavo			   	BAI      	fi'o ponse fe'u	.i lu po'a ko'a li'u dunli lu fi'o ponse ko'a li'u lo ka smuni .i mupli fa lu doi la noltrunau fi mi cange po'a la karabas fa lo piro se viska be mi'o li'u .e lu lo xanto cu po'a gunka lo nu bevri lo mudri li'u .i srana zo {po} .e zo {ponse}
po'e	cmavo			   	GOI      	poi ke'a se jinzi le ka ce'u se steci le ka ce'u srana	{poi}; {jinzi}; {steci}; {srana}
po'i	cmavo			   	BAI      	fi'o porsi	{porsi}
poi	cmavo			   	NOI      	te jorne lo sumti lo ra'abri be ri .i tcita le se li'erla'i bridi le du'u by. jimte le li'erla'i su'ivla le ka ce'u sinxa makau	{jimte} {ra'abri}; {noi}; {pe}; {po}; {po'e}; {po'u}
po'o	cmavo			   	UI3b      	tcita le se cusku le du'u la'e ri selte'i le ka mapti	{selte'i}
po'u	cmavo			   	GOI      	poi ke'a du	{poi} {du}
pu	cmavo			   	PU      	fi'o se purci
pu'a	cmavo			   	BAI      	fi'o pluka	{pluka}
pu'au	experimental cmavo			   	CUhE      	nau pu	sinxa lo du'u lo nundumu be lo bridi poi vasru zo pu'au cu purci lo nu zo pu'au se cusku
pu'e	cmavo			   	BAI      	fi'o pruce	{pruce}
pu'ei	experimental cmavo			   	NAI      	jorne lo li'erla'i valsi .i je smuni la'e zo pu'i	.i va'o lo nu da'i zo pu'i cmavo ma'oi NA gi'e se smuni lo du'u su'o da poi cumki munje zo'u ge lo bridi cu jetnu da gi lo cusku be vo'a cu cmima da kei kei lu JA pu'ei li'u .e lo'u GA pu'ei le'u galfi lo smuni be lo se kuspe be vo'a la'e lu pu'i ku lo se kuspe li'u .i srana lo'u {na}-{nai}, {ka'e}-{lau'i}, {nu'o}-{nu'oi}, {pu'i}-{pu'ei}, {ca'a}-{ca'ai}, {ja'a}-{ja'ai} le'u .e lo modal zei logji pe la kripkes .i mupli fa lu ta se vinji tu noi farlu (ku'o) .i je pu'ei ta mrobi'o li'u noi smudu'i lu ta se vinji tu noi farlu (ku'o) .i je pu'i ku ta mrobi'o li'u
pu'i	cmavo   	-pus-		   	CAhA      	ka'e je pu ca'a	{ka'e}, {ca'a}, {nu'o}
pu'o	cmavo			   	ZAhO      	fi'o cfapru	{cfapru}
pu'u	cmavo   	-puv-		   	NU1      	galfi lu'e lo bridi lo selbrisle .i x_1 pruce fo x_2 gi'e se sinxa lu'e le bridi	{pruce}
py	cmavo			   	BY2      	pamumoi lerfu le lojbo	{lerfu}
ra	cmavo			   	KOhA5      	sumka'i lo lidne noi drata le li'erla'i	{lidne} {sumka'i}
ra'a	cmavo			   	BAI      	fi'o srana	{srana}
ra'ai	experimental cmavo			   	ZO      	sitsku lo pa nalsmucme bau lo jbobau sau lo jbobau ke seltidjvesna cu seji'e lo depybu'i 	simsa zo la'ai poi ku'i pilno lo pa nalsmucme
ra'e	cmavo			   	PA      	namcu lerfu .i tcita lei se li'erla'i namcu lerfu le du'u sinxa le du'u ri rapli li ci'i 	{namcu}; {rapli}
ra'i	cmavo			   	BAI      	fi'o krasi	{krasi}
rai	cmavo			   	BAI      	fi'o traji	{traji}
ra'o	cmavo			   	RAhO      	tcita lo brika'i le du'u sinxa le du'u lei sumka'i pe ri va'o krefu se snigau
ra'oi	experimental cmavo			   	RAhOI      	tcita lo pa rafsi noi se li'erla'i ku'o lo du'u vo'e rafsi	.i .a'e so'o roi ku canlu bu .a denpa bu cu .ei lidne ja se lidne lo rafsi .i la zantufa xi pipavo .e lo balvi cu genturfa'i zo ra'oi poi cmavo ma'oi RAhOI to zoi zoi http://guskant.github.io/gerna_cipra/zantufa-0.14.html zoi toi .i mupli fa lu ra'oi.cra li'u .e lu ra'oi.cac li'u .e lu ra'oicai li'u .e lu ra'oicacy li'u .e lu ra'oi.gismy li'u .e lu ra'oigismu li'u
ra'u	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri ralju fi le ka vajni	{vajni} {ralju}
rau	cmavo			   	PA4      	namcu .i se zilkancu lo banzu	{namcu}; {banzu}
re	cmavo   	-rel-		   	PA      	namcu .i sumji li pa li pa .i se li'erla'i li pa lei kancu namcu
re'a	cmavo			   	VUhU4      	mekfancu .i li re'a abu du le fatne be abu noi nacmeimei	{mekfancu}; {nacmeimei} {fatne}
re'au'e	experimental cmavo			   	SE*      	se se
re'e	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri se krasi le ruxse'i be le cusku	{ruxse'i}
re'i	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cmene .e le du'u le cusku cu bredi lo'e nu te benji	{doi}; {bredi}
rei	cmavo			   	PA2      	saclu li pavo li paxa	{xei}
re'o	cmavo			   	FAhA3      	fi'o se lamji	{lamji}
re'u	cmavo			   	ROI      	galfi lo'e namcu lo'e tcita be fi le du'u la'e le se cusku cu krefu fi le namcu ze'a le se tcita	{krefu}
ri	cmavo			   	KOhA5      	sumka'i le li'erla'i	{li'erla'i} {sumka'i}
ri'a	cmavo			   	BAI      	fi'o rinka	{rinka}
ri'anai	cmavo-compound			   	BAI*      	fi'o na'e rinka	.i srana zo {na'e} .e zo {rinka}
ri'e	cmavo			   	UI5      	sinxa le du'u le cusku cu zifcru ri le nu cinmo ja ke cinmo jarco	{cinmo} {zifcru}
ri'i	cmavo			   	BAI      	fi'o lifri	{lifri}
ri'o	cmavo			   	VUhU4      	mekfancu .i li .abu ri'o by. ga'e cy. du le ra'irsumji be .abu bei by. bei cy.	{mekfancu}; {ra'irsumji}
ri'u	cmavo			   	FAhA2      	fi'o se pritu	{pritu}
ro	cmavo   	-rol-		   	PA4      	namcu .i se zilkancu lo mulno	{namcu}; {mulno} {zilkancu}
ro'a	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri srana le nu le cusku cu jikca	{jikca}
ro'e	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri se krasi le menli be le cusku	{menli}
ro'i	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri srana le nu le cusku cu cinmo	{cinmo}
roi	cmavo   	-rom-   	-roi-	   	ROI      	galfi lo'e namcu lo'e tcita be fi le du'u le se cusku cu rapli le namcu ze'a le se tcita	{rapli}
rone'e	cmavo-compound			   	PA*4      	sinxa lo namcu poi dubmecrai lo vanbi be fa le se cusku
ro'o	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri se krasi le xadni be le cusku	{xadni}
ro'oi	experimental cmavo			   	PA4      	namcu .i se zilkancu lo mulno .i ka'e se basti su'o re namcu	.i lu {ro'oi} {da} li'u du lu {na} {ku} {su'oi} {da} {na} {ku} li'u .i ko karbi zo ro'oi zo {ro}
ro'u	cmavo			   	UI4      	tcita le se cusku le du'u la'e ri srana le nu le cusku cu cinse	{cinse}
ru	cmavo			   	KOhA4      	sumka'i lo puzu lidne	{puzu} {lidne} {sumka'i}
ru'a	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri se sruma	{sruma}
ru'e	cmavo			   	CAI      	tcita le se cusku le du'u la'e ri ruble le ka se cinmo le cusku	{cinmo} {ruble}
ru'i	cmavo			   	TAhE      	fi'o se ranji	{ranji}
ru'o	cmavo			   	BY1      	sinxa le du'u le se lidne lerfu cu rusko	{rusko} {lerfu}
ru'oi	experimental cmavo			   	PA      	ku'antora .i ro bu'a ro bu'e zo'u lo du'u ru'oi bu'a cu bu'e cu dunli lo du'u su'oi da poi ge ke'a bu'a gi ro'oi bu'a cu me ke'a cu bu'e	zo .{olkai} smujbi .i srana fa zo {ku'antora} jo'u zo {su'oi} jo'u zo {ro'oi} .i va'o su'o xanri gerna poi va'o ke'a lu «lo ti broda» li'u na sumsni cu cmavo ge nai ma'oi pa gi ja'ai ma'oi le
ru'u	cmavo			   	FAhA2      	fi'o se sruri	{sruri}
ry	cmavo			   	BY2      	paxamoi lerfu le lojbo	{lerfu}
sa	cmavo			   	SA      	vimcu pisu'o le li'erla'i se cusku .i le se li'erla'i valsi cu jarco le du'u vimcu pixokau le se cusku	{selsku} {vimcu}; {si}; {su}
sa'a	cmavo			   	UI3a      	tcita le se cusku le du'u ri se setca le te lisri ja sitna ja cusku'i	{cusku'i} {setca}
sa'e	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri satci
sa'ei	experimental cmavo			   	COI2      	.i lebna lo se lidne ke zo zoi zei naljbo ja cmevla .i sinxa lo nu ge ri simsa lo fatci sance gi lo cusku cu troci lo ka bacru ri	.i srana zo sance .e zo ci'oi .e zo ki'ai
sa'i	cmavo			   	VUhU4      	mekfancu .i li .abu pi'a by. du le nacmeimei be fo .abu bei fu by. .i .abu .e by. rajnacmei	{mekfancu}; {rajnacmei} {nacmeimei}; {pi'a}
sai	cmavo			   	CAI      	tcita le se cusku le du'u la'e ri tsali le ka se cinmo le cusku	{cinmo} {tsali}
sa'o	cmavo			   	VUhU4      	mekfancu .i li .abu sa'o by. du le cneparbi be .abu bei by. 	{mekfancu}; {cneparbi}
sa'u	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri sampu	{sampu}
sau	cmavo			   	BAI      	fi'o sarcu	{sarcu}
se	cmavo   	-sel-		   	SE      	tcita lo selbrisle le du'u le pamoi sumti cu simbasti le remoi sumti	{te}, {ve}, {xe}, {jai}
se'a	cmavo			      		sinxa le du'u le cusku cu sezbanzu	{sezbanzu}
seba'i	cmavo-compound			   	BAI*      	fi'o se basti	{basti}, {ba'i}
se'e	cmavo			   	BY1      	tcita le se li'erla'i nacle'u le du'u ri sinxa lo lerfu	{lerfu} {sinxa}
se'i	cmavo			   	UI5      	tcita le se cusku le du'u la'e ri cinmo se farna le sevzi be le cusku	{sevzi} {selfa'a}
sei	cmavo			   	SEI      	krasi lo skubancu bridi	{skubancu}; {se'u}
sei'e	experimental cmavo			   	SEI      	lu "sei'e broda" li'u smudu'i lu "sei mi djuno be fo lo su'u broda" li'u	.i mu'a lu "za'a .i ka'u .i se'o" li'u smudu'i lu "sei'e zgana .i sei'e kulnu .i sei'e senva" li'u
seja'e	cmavo-compound			   	BAI*      	fi'o se jalge	.i srana zo {se} .e zo {jalge}
seja'enai	cmavo-compound			   	BAI*      	fi'o na'e se jalge	.i srana zo {na'e} .e zo {se} .e zo {jalge}
se'o	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri se jijnu
